,id,channel,channel_id,date,message,message_tokenised
52,1017,afdfraktionBB,1326276537,2023-10-11,"Der klimapolitische Sprecher der AfD-Fraktion, Lars Günther, zeigt am Beispiel einer 250 Hektar großen Fläche bei Hohensaaten (MOL), was das für uns alle bedeutet – heute in der BLAUEN RUNDE. Auf Libsyn","klimapolitische Sprecher AfD-Fraktion , Lars Günther , zeigt 250 Hektar Fläche Hohensaaten ( MOL ) , bedeutet – BLAUEN RUNDE . Libsyn"
53,948,afdfraktionBB,1326276537,2023-07-26,Autarkiewende – Bürger unabhängig und Strompreis bezahlbar machen! Bürgerenergiegesellschaften könnten für die Verbraucher einen Vorteil bringen und einen Beitrag zu mehr Versorgungssicherheit leisten. Keinesfalls dürfen diese Gesellschaften für eine überdimensionierte ideologische Klimapolitik eingespannt werden.,Autarkiewende – Bürger unabhängig Strompreis bezahlbar ! Bürgerenergiegesellschaften könnten Verbraucher Vorteil bringen Beitrag Versorgungssicherheit leisten . Keinesfalls Gesellschaften überdimensionierte ideologische Klimapolitik eingespannt .
54,940,afdfraktionBB,1326276537,2023-07-17,"Wasserressourcen schützen! Überschriften wie ""Klima-Hotspot Brandenburg"" kaschieren, dass der Wassermangel in der Mark in hohem Maße von der Regierungspolitik mitverursacht wurde. Seit der Wende wurden überall in Brandenburg Dämme und Staumöglichkeiten vernachlässigt.","Wasserressourcen schützen ! Überschriften "" Klima-Hotspot Brandenburg "" kaschieren , Wassermangel Mark hohem Maße Regierungspolitik mitverursacht . Wende überall Brandenburg Dämme Staumöglichkeiten vernachlässigt ."
55,939,afdfraktionBB,1326276537,2023-07-17,"Daniela Oeynhausen kommentiert: „Die Bundesregierung versucht, Ältere und Kranke für ihren Klimawahn zu missbrauchen. Das ist unredlich: Als erstes werden Angst und Panik geschürt, dann sollen neue Arbeitskreise und sogar Behörden eingerichtet werden. Hilfe erfährt so niemand. Fakt ist: Schon immer leiden Menschen unter zu hohen Temperaturen.","Daniela Oeynhausen kommentiert : „ Bundesregierung versucht , Ältere Kranke Klimawahn missbrauchen . unredlich : Angst Panik geschürt , Arbeitskreise sogar Behörden eingerichtet . Hilfe erfährt . Fakt : leiden Menschen hohen Temperaturen ."
56,939,afdfraktionBB,1326276537,2023-07-17,"Wer Sommerhitze wirklich nicht verträgt, braucht keine politischen Ratschläge. Als Ärztin sage ich Betroffenen schon immer: Halten Sie sich in kühlen Räumen auf und trinken sie viel. Lauterbachs von Klimawahn getriebener Panik-Plan ist dagegen überflüssig.“","Sommerhitze verträgt , braucht politischen Ratschläge . Ärztin sage Betroffenen : Halten kühlen Räumen trinken . Lauterbachs Klimawahn getriebener Panik-Plan überflüssig . “"
57,933,afdfraktionBB,1326276537,2023-07-11,Bezahlbare Wohnungen und Energie statt Almosen! | Dr. Daniela Oeynhausen Der linksgrüne Klimawahn macht Wohnen zum Luxus. Als Folge dieses Regierungsversagens müssen immer mehr Bürger Wohngeld beantragen. Statt über das Verteilen von sozialen Almosen an die Betroffenen muss endlich über die Ursachen der Kostenexplosion geredet werden.,Bezahlbare Wohnungen Energie Almosen ! | Dr. Daniela Oeynhausen linksgrüne Klimawahn Wohnen Luxus . Folge Regierungsversagens Bürger Wohngeld beantragen . Verteilen sozialen Almosen Betroffenen Ursachen Kostenexplosion geredet .
58,916,afdfraktionBB,1326276537,2023-06-28,Grüne Klima-Panikmache Die von den Grünen im Landtag beantragte Aktuelle Stunde zum Thema Wasserknappheit in Brandenburg hörte sich wie die übliche Klima-Panikmache an. AfD-Fraktionschef Dr. Christoph Berndt deckt die dahinterstehende Zielsetzung auf: Den Grünen geht es um Wasserrationierung und die Verteuerung von Wasser.,Grüne Klima-Panikmache Grünen Landtag beantragte Aktuelle Stunde Thema Wasserknappheit Brandenburg hörte übliche Klima-Panikmache . AfD-Fraktionschef Dr. Christoph Berndt deckt dahinterstehende Zielsetzung : Grünen Wasserrationierung Verteuerung Wasser .
59,912,afdfraktionBB,1326276537,2023-06-23,JUNIPLENUM – Tag 4 Am Vormittag steht unser Antrag „Einrichtungen für Kinder und Jugendliche im Strukturwandelprozess der Kohleregion Lausitz stärker berücksichtigen“ (DS 7/7651) auf der Tagesordnung. Im Plenum reden dazu: Marianne Spring-Räumschüssel und Steffen Kubitzki.,JUNIPLENUM – 4 Vormittag steht Antrag „ Einrichtungen Kinder Jugendliche Strukturwandelprozess Kohleregion Lausitz stärker berücksichtigen “ ( DS 7 / 7651 ) Tagesordnung . Plenum reden : Marianne Spring-Räumschüssel Steffen Kubitzki .
60,901,afdfraktionBB,1326276537,2023-06-20,"Energiepolitik umsteuern! Steffen Kubitzki rechnet mit den gefährlichen Energiewende-Phantastereien ab: Brandenburg, bislang „Energieland“, wird künftig nicht mehr in der Lage sein, Stromüberschüsse in andere Bundesländer zu liefern.","Energiepolitik umsteuern ! Steffen Kubitzki rechnet gefährlichen Energiewende-Phantastereien : Brandenburg , bislang „ Energieland “ , künftig Lage , Stromüberschüsse Bundesländer liefern ."
61,901,afdfraktionBB,1326276537,2023-06-20,"Insbesondere Berlin wird nach dem Kohleausstieg in der Lausitz nicht mehr damit rechnen können, aus seinem Umland zuverlässig mit Strom versorgt zu werden. Habecks Wärmepumpen-Plan wird obendrein auch noch den Stromverbrauch drastisch in die Höhe treiben. Noch ist Zeit für ein Umsteuern in der Energiepolitik!","Insbesondere Berlin Kohleausstieg Lausitz rechnen , Umland zuverlässig Strom versorgt . Habecks Wärmepumpen-Plan obendrein Stromverbrauch drastisch Höhe treiben . Umsteuern Energiepolitik !"
62,892,afdfraktionBB,1326276537,2023-06-15,"Wegen Kohleausstieg: Trocknet Brandenburg aus? | Die Blaue Runde, Ausgabe 58 Durch den rein ideologisch forcierten Kohleausstieg werden die Pegelstände der Flüsse in der Lausitz um ungefähr 50 % zurückgehen. Werden Elster und Spree dauerhaft trockenfallen? Und ist diese Entwicklung überhaupt noch aufzuhalten?","Kohleausstieg : Trocknet Brandenburg ? | Blaue Runde , Ausgabe 58 rein ideologisch forcierten Kohleausstieg Pegelstände Flüsse Lausitz ungefähr 50 % zurückgehen . Elster Spree dauerhaft trockenfallen ? Entwicklung aufzuhalten ?"
63,891,afdfraktionBB,1326276537,2023-06-15,"Energiewende: Wassermangel ist programmiert „Wird Brandenburg zur Wüste“?, so lauten auch in diesem Sommer Schlagzeilen, in denen vor einer Wasserknappheit in der Region gewarnt wird. Linksgrüne Projekte wie der Kohleausstieg und die Wasserstoff-Strategie drohen das Problem massiv zu verschärfen. Die Hintergründe enthüllt Peter Drenske.","Energiewende : Wassermangel programmiert „ Brandenburg Wüste “ ? , lauten Sommer Schlagzeilen , Wasserknappheit Region gewarnt . Linksgrüne Projekte Kohleausstieg Wasserstoff-Strategie drohen Problem massiv verschärfen . Hintergründe enthüllt Peter Drenske ."
64,888,afdfraktionBB,1326276537,2023-06-14,"Gute und bezahlbare Pflege! | Die Blaue Runde, Ausgabe 57 Der AfD-Fraktion im Landtag Brandenburg liegen die Bürger am Herzen. Sie möchte Geld in Projekte investieren, die allen Brandenburgern zugutekommen und nicht in ideologische Irrwege, wie den „Klimaschutz-Quatsch“ der Grünen. Das sagt Dr.","bezahlbare Pflege ! | Blaue Runde , Ausgabe 57 AfD-Fraktion Landtag Brandenburg liegen Bürger Herzen . Geld Projekte investieren , Brandenburgern zugutekommen ideologische Irrwege , „ Klimaschutz-Quatsch “ Grünen . Dr."
65,882,afdfraktionBB,1326276537,2023-06-12,"»Wärmewende« – Tiefe Geothermie zielgerichtet ausbauen! Befürworter preisen Geothermie-Projekte wie das der Potsdamer Stadtwerke als Möglichkeit, gleichermaßen den Kohlendioxidausstoß und die Energiekosten zu senken. Welche kritischen Punkte dabei regelmäßig verschwiegen werden, verrät Peter Drenske.","» Wärmewende « – Tiefe Geothermie zielgerichtet ausbauen ! Befürworter preisen Geothermie-Projekte Potsdamer Stadtwerke Möglichkeit , gleichermaßen Kohlendioxidausstoß Energiekosten senken . kritischen Punkte regelmäßig verschwiegen , verrät Peter Drenske ."
66,869,afdfraktionBB,1326276537,2023-06-01,"Die Brandenburger als Verlierer der Energiewende   Brandenburgs Ministerpräsident Dietmar Woidke (SPD) hat auf eine finanzielle Ungerechtigkeit hingewiesen, die er angehen will: In den Bundesländern, in denen regenerative Energien besonders stark ausgebaut wurden, sind durch die derzeitige Regelung der Netzentgelte die Strompreise besonders hoch.","Brandenburger Verlierer Energiewende    Brandenburgs Ministerpräsident Dietmar Woidke ( SPD ) finanzielle Ungerechtigkeit hingewiesen , angehen : Bundesländern , regenerative Energien stark ausgebaut , derzeitige Regelung Netzentgelte Strompreise ."
67,869,afdfraktionBB,1326276537,2023-06-01,"Die Koalition um Woidke hat mit ihrer Politik selbst dafür gesorgt, dass die planwirtschaftliche Energiewende in Brandenburg vorangetrieben wird. Die Menschen, die hier arbeiten und Steuern zahlen, wurden nie gefragt, ob sie die hohen Kosten mittragen wollen.“","Koalition Woidke Politik gesorgt , planwirtschaftliche Energiewende Brandenburg vorangetrieben . Menschen , arbeiten Steuern zahlen , gefragt , hohen Kosten mittragen . “"
68,851,afdfraktionBB,1326276537,2023-05-22,Durch das Aufdecken der Postenschieberei im grüngeführten „Klimaministerium“ wurde es auch für Habeck zu brenzlig.“,Aufdecken Postenschieberei grüngeführten „ Klimaministerium “ Habeck brenzlig . “
69,845,afdfraktionBB,1326276537,2023-05-16,"""Energiewende"" macht Strom knapp + teuer | Die Blaue Runde, Ausgabe 47 Von Alternativen in der Energiepolitik wollen die Altparteien nichts hören: Ob Atomenergie oder Energiesicherheit – egal was die AfD-Fraktion im Brandenburger Landtag vorschlägt, im Plenarsaal werden die Altparteien ausfallend und versuchen mit Geschrei und Gebrüll eine",""" Energiewende "" Strom knapp + teuer |   Blaue Runde , Ausgabe 47 Alternativen Energiepolitik Altparteien hören : Atomenergie Energiesicherheit – egal AfD-Fraktion Brandenburger Landtag vorschlägt , Plenarsaal Altparteien ausfallend versuchen Geschrei Gebrüll"
70,834,afdfraktionBB,1326276537,2023-05-09,"Versorgung sichern! Robert Habeck und seine „Freunde“ entwerfen eine Energiepolitik, die weder das Klima rettet, noch funktioniert. Ausbaden muss den teuren Pfusch aus dem Hause Habeck dann der „kleine Mann“. Auf Antrag der AfD-Fraktion wird sich der Landtag Brandenburg in einer Aktuellen Stunden nun mit dem Thema Energieversorgung beschäftigen.","Versorgung sichern ! Robert Habeck „ Freunde “ entwerfen Energiepolitik , weder Klima rettet , funktioniert . Ausbaden teuren Pfusch Hause Habeck „ Mann “ . Antrag AfD-Fraktion Landtag Brandenburg Aktuellen Stunden Thema Energieversorgung beschäftigen ."
71,823,afdfraktionBB,1326276537,2023-04-28,"Verkehrswende? – Wegfall, Ausfall, Ersatzverkehr @Dr. Christoph Berndt deckt auf, welches Institut sich den Kampfbegriff „Verkehrswende“ ausgedacht hat und welche langfristigen Ziele damit insgeheim verfolgt werden.","Verkehrswende ? – Wegfall , Ausfall , Ersatzverkehr @Dr . Christoph Berndt deckt , Institut Kampfbegriff „ Verkehrswende “ ausgedacht langfristigen Ziele insgeheim verfolgt ."
72,807,afdfraktionBB,1326276537,2023-04-17,"Atom-Aus: Zurück in die Steinzeit? | Die Blaue Runde, Ausgabe 38 Sie tun es tatsächlich! In der kommenden Nacht drehen die ideologisch verblendeten Ampel-Koalitionäre in Berlin den Atomstrom ab. Und dann? Na dann verfeuern wir mehr Braunkohle und kaufen den Atomstrom bei unseren Nachbarn. Denn die sogenannten ""Erneuerbaren"" liefern einfach nicht.","Atom-Aus : Steinzeit ? | Blaue Runde , Ausgabe 38 tatsächlich ! kommenden Nacht drehen ideologisch verblendeten Ampel-Koalitionäre Berlin Atomstrom . ? verfeuern Braunkohle kaufen Atomstrom unseren Nachbarn . sogenannten "" Erneuerbaren "" liefern einfach ."
73,798,afdfraktionBB,1326276537,2023-04-13,Keine generellen Tempolimits! @Daniel Münschke zerlegt Punkt für Punkt die Linke-Forderung nach einem generellen Tempolimit. Deutlich wird dabei: Es geht der Linkspartei gar nicht um den Schutz von Menschenleben oder um „Klimaschutz“. Durchgesetzt werden soll eine ideologiegetriebene Politik gegen Autofahrer.,generellen Tempolimits ! @Daniel Münschke zerlegt Punkt Punkt Linke-Forderung generellen Tempolimit . Deutlich : Linkspartei Schutz Menschenleben „ Klimaschutz “ . Durchgesetzt ideologiegetriebene Politik Autofahrer .
74,792,afdfraktionBB,1326276537,2023-04-10,"Kohleausstieg? Woidke erzählt Unsinn! | Die Blaue Runde, Ausgabe 36 Der Ausstieg aus der Kohleverstromung war gesetzt für das Jahr 2038. Doch SPD-Ministerpräsident Woidke will jetzt urplötzlich doch früher raus aus der Kohle. Ist das nur Geplänkel des kommenden Wahlkampfes? Und was würde das für Brandenburg bedeuten?","Kohleausstieg ? Woidke erzählt Unsinn ! | Blaue Runde , Ausgabe 36 Ausstieg Kohleverstromung gesetzt 2038. SPD-Ministerpräsident Woidke urplötzlich raus Kohle . Geplänkel kommenden Wahlkampfes ? Brandenburg bedeuten ?"
75,790,afdfraktionBB,1326276537,2023-04-06,"Weil es im Landtag eine Alternative braucht. Ob Einwanderung, „Klimaschutz“,  Gender-Mainstreaming oder EU, auch im Landtag Brandenburg präsentieren die Altparteien den Bürgern nur noch Konzepte, die sich allenfalls in kleinen Details unterscheiden.","Landtag Alternative braucht . Einwanderung , „ Klimaschutz “ ,   Gender-Mainstreaming EU , Landtag Brandenburg präsentieren Altparteien Bürgern Konzepte , allenfalls Details unterscheiden ."
76,758,afdfraktionBB,1326276537,2023-03-15,"Brandenburg ist kein Windrad-Schrottplatz! | Die Blaue Runde, Ausgabe 27 In ihrer Wahnvorstellung, das Klima ""retten"" zu müssen, pflastern die Altparteien unser Land mit Tausenden von Windrädern zu. Alle verdienen prächtig: Die Landbesitzer und die Betreiber der Windkraftanlagen.","Brandenburg Windrad-Schrottplatz ! | Blaue Runde , Ausgabe 27 Wahnvorstellung , Klima "" retten "" , pflastern Altparteien Land Tausenden Windrädern . verdienen prächtig : Landbesitzer Betreiber Windkraftanlagen ."
77,745,afdfraktionBB,1326276537,2023-03-10,"Ärzte schlagen Alarm! | Die Blaue Runde, Ausgabe 25 Ach so? Die Bundesregierung will die ärztliche Notfallversorgung neu regeln und die grüne Gesundheitsministerin Nonnemacher kommt mal wieder aus dem Mustopf. Vor lauter Klima-Retten hat sie wohl verpeilt, sich um die Bürger Brandenburgs zu kümmern.","Ärzte schlagen Alarm ! | Blaue Runde , Ausgabe 25 ? Bundesregierung ärztliche Notfallversorgung neu regeln grüne Gesundheitsministerin Nonnemacher mal Mustopf . lauter Klima-Retten verpeilt , Bürger Brandenburgs kümmern ."
78,741,afdfraktionBB,1326276537,2023-03-08,"Klima-Kleber in den Knast! | Die Blaue Runde, Ausgabe 24 Ohne Bewährung ins Gefängnis! So lautet das Urteil für zwei klebende Extremisten in Baden-Württemberg. Viel Applaus gibt es aus allen Ecken des Landes für die mutigen Richter in Heilbronn.","Klima-Kleber Knast ! | Blaue Runde , Ausgabe 24 Bewährung Gefängnis ! lautet Urteil klebende Extremisten Baden-Württemberg . Applaus Ecken Landes mutigen Richter Heilbronn ."
79,741,afdfraktionBB,1326276537,2023-03-08,"Warum solche Urteile gerade bei uns in Brandenburg Schule machen sollten und wie klimaklebende Extremisten hier von den Altparteien sogar mit Steuergeld unterstützt werden, darüber spricht die AfD-Innenpolitikerin Lena Kotré heute in diesem Podcast aus dem Landtag. Auf YouTube Apple Podcast Google Podcast Spotify Podcast Auf Libsyn","Urteile Brandenburg Schule klimaklebende Extremisten Altparteien sogar Steuergeld unterstützt , spricht AfD-Innenpolitikerin Lena Kotré Podcast Landtag . YouTube Apple Podcast Google Podcast Spotify Podcast Libsyn"
80,738,afdfraktionBB,1326276537,2023-03-08,"Klima-Extremisten vom Staat finanziert | Lena Kotré In Potsdam können Klima-Extremisten das mit Steuergeldern geförderte „Freiland“ für Veranstaltungen nutzen. Die Beteuerungen der Altparteien, sie würden die Aktionen der Klima-Chaoten verurteilen, sind damit völlig unglaubwürdig.","Klima-Extremisten Staat finanziert | Lena Kotré Potsdam Klima-Extremisten Steuergeldern geförderte „ Freiland “ Veranstaltungen nutzen . Beteuerungen Altparteien , Aktionen Klima-Chaoten verurteilen , völlig unglaubwürdig ."
81,729,afdfraktionBB,1326276537,2023-03-01,"Klima-Irrsinn – Verbot von Öl- und Gas-Heizungen | @Dr. Christoph Berndt Der Wirtschaftsminister Habeck (Grüne) und die Bauministerin Geywitz (SPD) arbeiten an einem Gesetzentwurf, der den Einbau neuer Gas- und Ölheizungen ab 2024 verbieten soll. Stattdessen sollen Heizungen zu 65 Prozent mit erneuerbaren Energien betrieben werden.","Klima-Irrsinn – Verbot Öl- Gas-Heizungen | @Dr . Christoph Berndt Wirtschaftsminister Habeck ( Grüne ) Bauministerin Geywitz ( SPD ) arbeiten Gesetzentwurf , Einbau neuer Gas- Ölheizungen 2024 verbieten . Stattdessen Heizungen 65 Prozent erneuerbaren Energien betrieben ."
82,710,afdfraktionBB,1326276537,2023-02-20,Aber eine CO2-arme Produktionsweise im Sinne der „Energiewende“ und mehr Geld für zusätzliche Flüchtlingsunterkünfte sind es mit Sicherheit nicht.«,CO2-arme Produktionsweise Sinne „ Energiewende “ Geld zusätzliche Flüchtlingsunterkünfte Sicherheit . «
83,707,afdfraktionBB,1326276537,2023-02-18,"@Steffen Kubitzki fügt hinzu: „Die Uckermark und die Lausitz versorgen Deutschland bislang verlässlich mit Energie! Die politisch erzwungene Energiewende ist dagegen teuer, ineffizient und unzuverlässig. Die AfD-Fraktion trägt diesen Kurs nicht mit und dringt auf bewährte Positionen.","@Steffen Kubitzki fügt hinzu : „ Uckermark Lausitz versorgen Deutschland bislang verlässlich Energie ! politisch erzwungene Energiewende teuer , ineffizient unzuverlässig . AfD-Fraktion trägt Kurs dringt bewährte Positionen ."
84,698,afdfraktionBB,1326276537,2023-02-13,"Besser wäre es, die Akteure aus der Kohleregion eigenständig über die Projekte bestimmen zu lassen.",", Akteure Kohleregion eigenständig Projekte bestimmen lassen ."
85,689,afdfraktionBB,1326276537,2023-02-07,"Belastbarer Energiemix – Für eine sichere Versorgung! | @Steffen Kubitzki Bürger sollen die Möglichkeit haben, sich über sogenannte „Balkon-Kraftwerke“ selbst mit Strom zu versorgen. Die gescheiterte Energiewende kann damit allerdings nicht mehr gerettet werden.","Belastbarer Energiemix – sichere Versorgung ! | @Steffen Kubitzki Bürger Möglichkeit , sogenannte „ Balkon-Kraftwerke “ Strom versorgen . gescheiterte Energiewende gerettet ."
86,645,afdfraktionBB,1326276537,2023-01-13,"Landesregierung ruiniert das Leben der Brandenburger! | @Dr. Christoph Berndt Ursachen der Energieknappheit und eines Großteils der Inflation sind die grüne Energiewende und die Sanktionspolitik gegen Russland. Die Koalitionsfraktionen wissen das auch, aber sie tun nichts dagegen. Ein Land, das so regiert wird, muss in eine Notlage kommen.","Landesregierung ruiniert Leben Brandenburger ! | @Dr . Christoph Berndt Ursachen Energieknappheit Großteils Inflation grüne Energiewende Sanktionspolitik Russland . Koalitionsfraktionen wissen , . Land , regiert , Notlage ."
87,622,afdfraktionBB,1326276537,2022-12-15,"Lausitz: Statt Natur tausende Windräder? | Die Blaue Runde, Ausgabe 47 Die Pläne klangen gut: Da wo früher Braunkohle abgebaut wurde, sollte die Natur wieder zum Zug kommen. Seen, Erholungslandschaften und auch landwirtschaftliche Flächen sollten zurückkehren. Doch die Renaturierung der Tagebaue in der Lausitz ist wohl gestoppt.","Lausitz : Natur tausende Windräder ? | Blaue Runde , Ausgabe 47 Pläne klangen : Braunkohle abgebaut , Natur Zug . Seen , Erholungslandschaften landwirtschaftliche Flächen zurückkehren . Renaturierung Tagebaue Lausitz gestoppt ."
88,620,afdfraktionBB,1326276537,2022-12-14,"@Lena Kotré, die innenpolitische Sprecherin der AfD-Fraktion, sagt zu dieser Entwicklung: „Unsere Fraktion hat im Landtag wiederholt ein entschlossenes Vorgehen gegen die Klimaradikalen der „Letzte Generation“ angemahnt. Wir begrüßen, dass nun endlich gehandelt wird.“","@Lena Kotré , innenpolitische Sprecherin AfD-Fraktion , Entwicklung : „ Fraktion Landtag wiederholt entschlossenes Vorgehen Klimaradikalen „ Letzte Generation “ angemahnt . begrüßen , gehandelt . “"
89,610,afdfraktionBB,1326276537,2022-12-09,"Der BER braucht ein besseres Sicherheitskonzept   Klima-Radikalen der „Letzten Generation“ ist es gestern erneut gelungen, in den Sicherheitsbereich des Flughafens BER einzudringen. Dazu genügte es offenbar abermals, lediglich einen Zaun zu durchschneiden.","BER braucht besseres Sicherheitskonzept    Klima-Radikalen „ Letzten Generation “ gestern erneut gelungen , Sicherheitsbereich Flughafens BER einzudringen . genügte offenbar abermals , lediglich Zaun durchschneiden ."
90,594,afdfraktionBB,1326276537,2022-12-01,"Altparteien lassen Brandenburg absaufen! | Die Blaue Runde, Ausgabe 41 Heute mit dem klimapolitischen Sprecher der AfD-Fraktion Brandenburg, Lars Günther. Er wirft der Kenia-Koalition vor, den Hochwasserschutz - besonders im Oderbruch - zu vernachlässigen.","Altparteien lassen Brandenburg absaufen ! | Blaue Runde , Ausgabe 41 klimapolitischen Sprecher AfD-Fraktion Brandenburg , Lars Günther . wirft Kenia-Koalition , Hochwasserschutz - Oderbruch - vernachlässigen ."
91,592,afdfraktionBB,1326276537,2022-11-30,Knapp eine Woche später drangen Klima-Extremisten in den Sicherheitsbereich des Flughafens BER ein und legten über eine Stunde den Flugverkehr lahm. Zumindest ein Minister der Landesregierung scheint nun gegen die Klima-Chaoten energischer vorgehen zu wollen. Hier folgen,Knapp Woche drangen Klima-Extremisten Sicherheitsbereich Flughafens BER legten Stunde Flugverkehr lahm . Zumindest Minister Landesregierung scheint Klima-Chaoten energischer vorgehen . folgen
92,589,afdfraktionBB,1326276537,2022-11-29,"Klimaterrorristen stoppen! | Die Blaue Runde, Ausgabe 40 Heute: Und schon hat der BER seinen nächsten Skandal: Flughäfen sind – aus gutem Grund – Hochsicherheitsbereiche. Doch nicht einmal deren Kontrolle klappt mit der Flughafengesellschaft.","Klimaterrorristen stoppen ! | Blaue Runde , Ausgabe 40 : BER nächsten Skandal : Flughäfen – gutem Grund – Hochsicherheitsbereiche . Kontrolle klappt Flughafengesellschaft ."
93,589,afdfraktionBB,1326276537,2022-11-29,"Die Klimaterroristen der „letzten Generation“ hatten vergangene Woche offensichtlich wenig Mühe, auf die Start- und Landebahnen in Schönefeld zu kommen. Sie mussten lediglich einen Zaun „durchknipsen“, so Medienberichte. Sie brachten damit den gesamten Flugverkehr in der Region zum Stillstand.","Klimaterroristen „ letzten Generation “ Woche offensichtlich Mühe , Start- Landebahnen Schönefeld . lediglich Zaun „ durchknipsen “ , Medienberichte . brachten gesamten Flugverkehr Region Stillstand ."
94,585,afdfraktionBB,1326276537,2022-11-25,"Infrastruktureller Terror – Klimachaoten legen BER lahm! Mitglieder der Vereinigung „Letzte Generation“ sind in den Sicherheitsbereich des Flughafens BER vorgedrungen. Es gelang ihnen problemlos, beide Start- und Landebahnen zu besetzen und den gesamten Flugverkehr am BER lahmzulegen.","Infrastruktureller Terror – Klimachaoten legen BER lahm ! Mitglieder Vereinigung „ Letzte Generation “ Sicherheitsbereich Flughafens BER vorgedrungen . gelang problemlos , Start- Landebahnen besetzen gesamten Flugverkehr BER lahmzulegen ."
95,585,afdfraktionBB,1326276537,2022-11-25,"Dazu erklärt Daniel @Freiherr von Lützow der flughafenpolitische Sprecher der AfD-Fraktion: „Brandenburg muss mit aller Härte gegen die Klima-Terroristen vorgehen und die Sicherheit des BER muss auf den Prüfstand. Es kann nicht sein, dass jeder, der im Besitz einer Drahtschere ist, einfach auf die Rollbahn spazieren kann.“ Hier folgen","erklärt Daniel @Freiherr Lützow flughafenpolitische Sprecher AfD-Fraktion : „ Brandenburg Härte Klima-Terroristen vorgehen Sicherheit BER Prüfstand . , , Besitz Drahtschere , einfach Rollbahn spazieren . “ folgen"
96,584,afdfraktionBB,1326276537,2022-11-25,"Kein klimapolitischen Sonderweg! | @Lars Günther Brandenburgs Landesregierung sollte sich auf Bundesebene dafür einsetzen, dass die sogenannten Klimaschutzgesetze von 2021 rückabgewickelt werden. Der Vollzug des „Green Deal“ der EU muss eingestellt werden. Die einseitige Förderung von Elektromobilität muss beendet werden.","klimapolitischen Sonderweg ! | @Lars Günther Brandenburgs Landesregierung Bundesebene einsetzen , sogenannten Klimaschutzgesetze 2021 rückabgewickelt . Vollzug „ Green Deal “ EU eingestellt . einseitige Förderung Elektromobilität beendet ."
97,576,afdfraktionBB,1326276537,2022-11-22,"Anschlag auf alle Autofahrer | @Daniel Münschke Die klimapolitischen Vorstellungen der Grünen sind an Alarmismus, Populismus, Heuchelei und Bevormundung kaum zu überbieten. Dabei blenden sie auch noch einen ganz großen Teil der Bevölkerung in unserem Bundesland aus: die Menschen, die im ländlichen Raum Brandenburgs leben. Hier folgen","Anschlag Autofahrer | @Daniel Münschke klimapolitischen Vorstellungen Grünen Alarmismus , Populismus , Heuchelei Bevormundung überbieten . blenden Bevölkerung unserem Bundesland : Menschen , ländlichen Raum Brandenburgs leben . folgen"
98,575,afdfraktionBB,1326276537,2022-11-21,"Grüne Verkehrswende | @Dr. Christoph Berndt Ob Inflation oder Energiekrise, die Last der aktuellen Lage ist bei der Fraktion der Grünen nicht zu spüren. Ihnen geht es nicht um Menschen, ihnen geht es darum, ihren sozial-ökologischen Traum mit voller Radikalität durchzusetzen.   Hier folgen","Grüne Verkehrswende | @Dr . Christoph Berndt Inflation Energiekrise , Last aktuellen Lage Fraktion Grünen spüren . Menschen , , sozial-ökologischen Traum voller Radikalität durchzusetzen .    folgen"
99,574,afdfraktionBB,1326276537,2022-11-19,"Keine Panik - Klimahysterie beenden! | Die Blaue Runde, Ausgabe 36 Allen voran die Grünen freuen sich regelrecht über Energieknappheit und Energiekrise: Sie und der Rest der Altparteien verbreiten Panik in der Bevölkerung und bereiten die Transformation unserer Gesellschaft vor. Die AfD-Fraktion sagt: Ruhe bewahren!","Panik - Klimahysterie beenden ! | Blaue Runde , Ausgabe 36 voran Grünen freuen regelrecht Energieknappheit Energiekrise : Rest Altparteien verbreiten Panik Bevölkerung bereiten Transformation Gesellschaft . AfD-Fraktion : Ruhe bewahren !"
100,574,afdfraktionBB,1326276537,2022-11-19,"Wie mit Klimaveränderungen sachlich und besonnen umgegangen werden sollte, erklären unser Fraktionsvorsitzender @Dr. Christoph Berndt, der Verkehrspolitische Sprecher @Daniel Münschke und der Klimapolitische Sprecher Lars Günther in dieser Blauen Runde. Auf YouTube Apple Podcast Google Podcast Spotify Podcast Auf Libsyn Hier folgen","Klimaveränderungen sachlich besonnen umgegangen , erklären Fraktionsvorsitzender @Dr . Christoph Berndt , Verkehrspolitische Sprecher @Daniel Münschke Klimapolitische Sprecher Lars Günther Blauen Runde . YouTube Apple Podcast Google Podcast Spotify Podcast Libsyn folgen"
101,570,afdfraktionBB,1326276537,2022-11-16,"Das 9-Euro-Ticket-Chaos | @Daniel Münschke Die Verkehrswende in Brandenburg ist krachend gescheitert: Verspätungen, überfüllte Züge und Zugausfälle. Hier folgen","9-Euro-Ticket-Chaos | @Daniel Münschke Verkehrswende Brandenburg krachend gescheitert : Verspätungen , überfüllte Züge Zugausfälle . folgen"
